CODE,SYMBOL
1513217,PARAS
346625,PARAMPARA-ST
6583297,PARAMOUNT-SM
6417665,PARAMATRIX-SM
5063425,PARAGON-SM
4385281,PARAGMILK
2493697,PARADEEP
3571457,PARACABLES
1441537,PAR
1572097,PANSARI
6500353,PANAMAPET
4186881,PANACHE-BE
1038081,PANACEABIO
4367873,PALREDTEC
5474049,PALASHSECU
4402433,PAKKA
6519809,PAISALO
3689729,PAGEIND
194391553,PACEDIGITK
5865217,OWAIS-SM
3662081,OSWALSEEDS
193741313,OSWALPUMPS
120577,OSWALGREEN
643585,OSWALAGRO
3234561,OSIAHYPER
6498817,OSELDEVICE-SM
2671361,OSEINTRUST-IV
762881,ORTINGLOBE-BE
3410177,ORTEL-BZ
194449665,ORKLAINDIA
5102337,ORISSAMINE
6390017,ORIENTTECH
638977,ORIENTPPR
4661249,ORIENTLTD
638209,ORIENTHOT
760833,ORIENTELEC
3356417,ORIENTCER
7702785,ORIENTCEM
3655169,ORIENTBELL
3672577,ORIENTALTL
2600705,ORICONENT
4577793,ORIANA-SM
237057,ORCHPHARMA
7549953,ORCHASP
8057601,ORBTEXP
194278401,OPTIVALUE-SM
5496065,OPTIEMUS
6946817,ONYX-SM
635137,ONWARDTEC
3911169,ONMOBILE
633601,ONGC
7481345,ONESOURCE
2544385,ONEPOINT
6525953,ONELIFECAP
5041153,ONDOOR-SM
194781441,OMNI
3459841,OMKARCHEM-BZ
6203137,OMINFRAL
29953,OMFURN-SM
194409217,OMFREIGHT
3802369,OMAXE
2796033,OMAXAUTO
4962817,OLIL-SM
2723073,OLECTRA
6342913,OLAELEC
6280449,OILIETF
632833,OILCOUNTUB
4464129,OIL
2748929,OFSS
7058177,ODIGMA
6635009,OCCLLTD
6636289,OBSCP-SM
5181953,OBEROIRLTY
2252033,OBCL
2756609,OAL
1675521,NYKAA
6220289,NXT-INFRA-IV
4048641,NXST-RR
4473601,NV20IETF
2520833,NV20BEES
2932993,NV20
1389057,NUVOCO
4792577,NUVAMA
601601,NURECA
2762497,NUCLEUS
6957057,NTPCGREEN
2977281,NTPC
3630081,NSLNISP
2877185,NSIL
193917185,NRVANDANA-SM
3500801,NRL
1933569,NRBBEARING
5200385,NRAIL
193618945,NPST
3322369,NPBET
5754113,NOVAAGRI
6509057,NORTHARC
2414337,NORBTEAEXP-BE
2761217,NOIDATOLL
625153,NOCIL
7373057,NMSTEEL-SM
3924993,NMDC
2197761,NLCINDIA
624385,NKIND
6936833,NIVABUPA
831233,NITIRAJ
3372801,NITINSPIN
3404801,NITCO
3769601,NIRMAN-ST
4824065,NIRAJISPAT-BE
65281,NIRAJ
1736193,NIPPOBATRY
3633665,NINSYS
619777,NILKAMAL
1897217,NILASPACES
2368769,NILAINFRA
194093569,NIKITA-SM
4543233,NIITMTS
2949633,NIITLTD
410121,NIFTYSML250MQ 100
2736641,NIFTYQLITY
409865,NIFTYMS400 MQ 100
294665,NIFTYM150MOMNTM50
7565569,NIFTYIETF
1626369,NIFTYETF
421385,NiftyConglomerate
194381313,NIFTYCASE
5621505,NIFTYBETF
2690817,NIFTYBETA
2707457,NIFTYBEES
1907457,NIFTYADD
409609,NIFTY500MOMENTM50
409353,NIFTY500 VALUE 50
413705,NIFTY500 SHARIAH
418313,NIFTY500 QLTY50
289289,NIFTY500 MULTICAP
418057,NIFTY500 MQVLV50
417801,NIFTY500 LOWVOL50
413449,NIFTY500 LMS EQL
420873,Nifty500 Health
419081,NIFTY500 Flexicap
409097,NIFTY500 EW
267529,NIFTY50 VALUE 20
418569,NIFTY50 USD
259337,NIFTY50 TR 2X LEV
259593,NIFTY50 TR 1X INV
413193,NIFTY50 SHARIAH
258825,NIFTY50 PR 2X LEV
259081,NIFTY50 PR 1X INV
271625,NIFTY50 EQL WGT
265225,NIFTY50 DIV POINT
290057,NIFTY200MOMENTM30
408841,NIFTY200 VALUE 30
265737,NIFTY200 QUALTY30
294409,NIFTY200 ALPHA 30
7665665,NIFTY100EW
289801,NIFTY100ESGSECLDR
272393,NIFTY100 QUALTY30
272137,NIFTY100 LOWVOL30
267785,NIFTY100 LIQ 15
291593,NIFTY100 ESG
271881,NIFTY100 EQL WGT
408585,NIFTY100 ENH ESG
408329,NIFTY100 ALPHA 30
4634113,NIFTY1
420361,NIFTY WAVES
412937,NIFTY TRANS LOGIS
290313,NIFTY TOTAL MKT
408073,NIFTY TOP 20 EW
407817,NIFTY TOP 15 EW
407561,NIFTY TOP 10 EW
419337,Nifty TMMQ 50
294921,NIFTY TATA 25 CAP
266761,NIFTY SMLCAP 50
267273,NIFTY SMLCAP 250
267017,NIFTY SMLCAP 100
407305,NIFTY SML250 Q50
419593,NIFTY SME EMERGE
412681,NIFTY SHARIAH 25
263177,NIFTY SERV SECTOR
412425,NIFTY RURAL
261129,NIFTY REALTY
421129,Nifty Railways PSU
407049,NIFTY QLTY LV 30
271113,NIFTY PVT BANK
262921,NIFTY PSU BANK
262665,NIFTY PSE
262409,NIFTY PHARMA
289033,NIFTY OIL AND GAS
412169,NIFTY NONCYC CONS
270857,NIFTY NEXT 50
406793,NIFTY NEW CONSUMP
406537,NIFTY MULTI MQ 50
295177,NIFTY MULTI MFG
295433,NIFTY MULTI INFRA
411913,NIFTY MS IT TELCM
411657,NIFTY MS IND CONS
411401,NIFTY MS FIN SERV
406281,NIFTY MOBILITY
262153,NIFTY MNC
295689,NIFTY MIDSML HLTH
266505,NIFTY MIDSML 400
260873,NIFTY MIDCAP 50
266249,NIFTY MIDCAP 150
256777,NIFTY MIDCAP 100
288009,NIFTY MID SELECT
270601,NIFTY MID LIQ 15
290569,NIFTY MICROCAP250
263689,NIFTY METAL
263945,NIFTY MEDIA
290825,NIFTY M150 QLTY50
406025,NIFTY LOW VOL 50
289545,NIFTY LARGEMID250
259849,NIFTY IT
411145,NIFTY IPO
419849,Nifty Internet
420617,NIFTY INFRALOG
261385,NIFTY INFRA
291081,NIFTY INDIA MFG
414217,NIFTY IND TOURISM
291337,NIFTY IND DIGITAL
413961,NIFTY IND DEFENCE
410889,NIFTY HOUSING
405769,NIFTY HIGHBETA 50
288521,NIFTY HEALTHCARE
270089,NIFTY GS COMPSITE
268809,NIFTY GS 8 13YR
268553,NIFTY GS 4 8YR
269833,NIFTY GS 15YRPLUS
269577,NIFTY GS 11 15YR
269321,NIFTY GS 10YR CLN
269065,NIFTY GS 10YR
270345,NIFTY GROWSECT 15
418825,Nifty FPI 150
261897,NIFTY FMCG
288265,NIFTY FINSRV25 50
410633,NIFTY FINSEREXBNK
257801,NIFTY FIN SERVICE
405513,NIFTY EV
261641,NIFTY ENERGY
257033,NIFTY DIV OPPS 50
268297,NIFTY CPSE
405257,NIFTY CORP MAATR
410377,NIFTY COREHOUSING
257545,NIFTY CONSUMPTION
288777,NIFTY CONSR DURBL
257289,NIFTY COMMODITIES
420105,NIFTY CHEMICALS
414473,NIFTY CAPITAL MKT
260105,NIFTY BANK
263433,NIFTY AUTO
405001,NIFTY AQLV 30
404745,NIFTY AQL 30
273673,NIFTY ALPHALOWVOL
265993,NIFTY ALPHA 50
268041,NIFTY 500
256265,NIFTY 50
264457,NIFTY 200
260617,NIFTY 100
7780353,NIF100IETF
7571713,NIF100BEES
4574209,NIDOZC26-N7
1687553,NIDAN-SM
7611649,NIBL
7548673,NIBE
102145,NIACL
4454401,NHPC
1671937,NHIT-IV
3031041,NH
2630913,NGLFINE
1382657,NGIL
3564801,NFL
2525953,NEXTMEDIA
1159425,NEXT50IETF
194741505,NEXT50ETF
5498369,NEXT50BETA
194713345,NEXT50ADD
4398337,NEXT50
7542785,NEXT30ADD
4904449,NEWJAISA-SM
297985,NEWGEN
615937,NEULANDLAB
3612417,NETWORK18
4462849,NETWEB
2006529,NETF
4598529,NESTLEIND
3944705,NESCO
193918977,NEPTUNE-ST
194648577,NEPHROPLUS
6233601,NEPHROCARE-SM
2538753,NEOGEN
194797569,NEOCHEM-SM
611329,NELCO
3778817,NELCAST
6943489,NEELAM-SM
3053313,NECLIFE
3461633,NECCLTD
2925313,NDTV
5806081,NDRINVIT-IV
5697281,NDRAUTO
3724033,NDLVENTURE
8002049,NDL
4702977,NDGL
3709441,NCLIND
593665,NCC
4892417,NBIFIN
8042241,NBCC
764673,NAZARA
610561,NAVNETEDUL
7461377,NAVKARURB
2702593,NAVKARCORP
3756033,NAVINFLUOR
1027585,NAVA
3520257,NAUKRI
1629185,NATIONALUM
2832641,NATHBIOGEN
1003009,NATCOPHARM
7573249,NATCAPSUQ
2976513,NARMADA
6442753,NAMOEWASTE-SM
91393,NAM-INDIA
5985025,NAMAN-SM
3696641,NAHARSPING
3697921,NAHARPOLY
3355137,NAHARINDUS
3932161,NAHARCAP
3763713,NAGREEKEXP
3825153,NAGREEKCAP
4427521,NAGAFERT
5228801,NACLIND
6453249,MYMUDRA-SM
194347265,MWL
5881857,MVKAGRO-SM
4867841,MVGJL
5332737,MUTHOOTMF
6054401,MUTHOOTFIN
2666241,MUTHOOTCAP
5980929,MUTF27-NL
592129,MURUDCERA
590593,MUNJALSHOW
3458817,MUNJALAU
194410497,MUNISH-SM
6420481,MULTICAP
2223873,MUKTAARTS
5882881,MUKKA
2899201,MUKANDLTD
5344769,MUFTI
5064449,MUFIN
587265,MTNL
8041729,MTEDUCARE-BE
693505,MTARTECH
2200577,MSUMI
2395137,MSTCLTD
3051265,MSPL
7618049,MSCIINDIA
194554369,MSCIADD
584449,MRPL
194223361,MRIL-SM
582913,MRF
5578753,MPTODAY-SM
2707969,MPSLTD
1152769,MPHASIS
194393857,MPEL-SM
3457793,MOXSH-ST
2771201,MOVALUE
193905409,MOTOUR
580609,MOTOGENFIN
5321729,MOTISONS
3826433,MOTILALOFS
6530561,MOTHERSON-D1
1076225,MOTHERSON
3853057,MOS-SM
5934337,MOSMALL250
194164993,MOSILVER
194560257,MOSERVICE
7541505,MOSCHIP
578305,MOREPENLAB
5935105,MOREALTY
6624257,MORARJEE-BZ
2770433,MOQUALITY
193902337,MOPSE
1520129,MONTECARLO
1900033,MONQ50
4708353,MONOPHARMA-SM
193781249,MONOLITH-SM
4924673,MONIFTY500
194398977,MONIFTY100
194401537,MONEYBOXX
193834753,MONEXT50
1965825,MONARCH
193766401,MON50EQUAL
5821185,MON100
2094593,MOMOMENTUM
194573825,MOMNC
194001153,MOMIDMTM
193817345,MOMGF
6555137,MOMENTUM50
194428929,MOMENTUM30
2737409,MOMENTUM
4937985,MOM50
2709761,MOM30IETF
5484289,MOM100
2215425,MOLOWVOL
1718529,MOLDTKPAC
4512001,MOLDTECH
1380865,MOL
918017,MOKSH
194532097,MOIPO
193799937,MOINFRA
5332481,MOIL
7532289,MOHITIND
2690049,MOHEALTH
385793,MOGSEC
193994497,MOGOLD
194399745,MOENERGY
573697,MODTHREAD
848897,MODISONLTD
194496513,MODIS
570625,MODIRUBBER
194630913,MODINATUR
6385665,MODEFENCE
7696641,MOCAPITAL
194610177,MOBILISE-SM
7179777,MOBIKWIK
193963265,MOALPHA50
2733057,MNC
4596993,MMTC
4197121,MMP
3544065,MMFL
193999361,MMEL-SM
4284417,MKPL
4751873,MITTAL
2168065,MITCON
1124865,MIRZAINT
563713,MIRCELECTR
4620545,MINDTECK
5710849,MINDSPACE-RR
2278401,MINDPOOL-SM
6629633,MINDACORP
41473,MILTON-ST
6305025,MIEL-SM
194436353,MIDWESTLTD
6106881,MIDSMALL
4531713,MIDSELIETF
1908737,MIDQ50ADD
630529,MIDHANI
4390913,MIDCAPIETF
2153729,MIDCAPETF
4696833,MIDCAPBETA
194651137,MIDCAPADD
2067713,MIDCAP
6163713,MID150CASE
2177537,MID150BEES
7800065,MID150
5091073,MICROPRO-SM
1835265,MICEL
4437249,MHRIL
2018817,MHLXMIRU
7822849,MHLSRG-SF
7823361,MHLSRD-SF
7823873,MHLSRDR-SF
7824385,MHLSDG-SF
7824897,MHLSDD-SF
7825409,MHLSDDR-SF
365057,MHHL-SM
194545921,MGSL-SM
4488705,MGL
407809,MGEL
548353,MFSL
6383873,MFML
2452737,METROPOLIS
1853953,METROBRAND
6364417,METALIETF
6590465,METAL
6625793,MEP-BZ
1782017,MENONBE
194239489,MEIL
5775361,MEGATHERM-SM
2087169,MEGASTAR
2810881,MEGAFLEX-ST
194618625,MEESHO
1857025,MEDPLUS
194157057,MEDISTEP-ST
6205185,MEDIORG-SM
2474753,MEDICO
1607169,MEDICAMEQ
5556481,MEDIASSIST
3060737,MEDANTA
545793,MDL-SM
7982337,MCX
3733249,MCON-ST
7547393,MCLOUD
3057409,MCLEODRUSS
5724673,MCL-BE
4615425,MBLINFRA
194086401,MBEL
3247617,MBAPL
130305,MAZDOCK
4829697,MAZDA
7399937,MAYURUNIQ
193942273,MAYASHEEL-SM
7589121,MAXVOLT-SM
5552897,MAXPOSURE-SM
5741569,MAXIND
5728513,MAXHEALTH
5029377,MAXESTATES
4357633,MAWANASUG
5561857,MATRIMONY
6924033,MASTERTR
4866817,MASTER-SM
543745,MASTEK
1480193,MASPTOP50
6215169,MASON-SM
4794113,MASKINVEST
50945,MASFIN
2815745,MARUTI
194826753,MARUSHIKA-SM
194914817,MARSONS
2708225,MARKSANS
194612225,MARKOLINES
5225985,MARINETRAN-ST
339969,MARINE
1041153,MARICO
194675969,MARC-SM
4805889,MARCO-SM
4776705,MARATHON
540673,MARALOVER
1850113,MAPMYINDIA
2090753,MANYAVAR
3474433,MANUGRAPH
194218753,MANUFGBEES
1644033,MANORG
2618113,MANORAMA
3520769,MANOMAY
3937281,MANKIND
4665857,MANINFRA
3042305,MANINDS
194604545,MANILAM-SM
539137,MANGLMCEM
3025921,MANGALAM-BE
6087425,MANDEEP-SM
6354689,MANCREDIT
6552833,MANBA
5554689,MANAV-ST
4879617,MANAPPURAM
3531777,MANALIPETC
1910529,MANAKSTEEL
3890945,MANAKSIA
1897729,MANAKCOAT
1901313,MANAKALUCO-BE
7343873,MAMATA
3418113,MALUPAPER
4898305,MAL-SM
2039041,MALLCOM
2871809,MAKS-SM
2042625,MAKEINDIA
5071105,MAITREYA-SM
6281729,MAITHANALL
534529,MAHSEAMLES
533761,MAHSCOOTER
98561,MAHLOG
2060801,MAHLIFE
1810945,MAHKTECH
727041,MAHICKRA-ST
2451457,MAHESHWARI
4506369,MAHEPC
4487937,MAHASTEEL-BE
1341185,MAHAPEXLTD
2912513,MAHABANK
4374529,MAGSON-SM
3828993,MAGNUM
5476353,MAGADSUGAR
897793,MAFANG
1257217,MADRASFERT
4794369,MADHUSUDAN-SM
3499777,MADHUCON
2114305,MADHAVBAUG-SM
3878657,MADHAV
5720833,MACPOWER
6283521,MACOBSTECH-SM
3844609,MAANALU-BE
5132801,M&MFIN-N3
3400961,M&MFIN
519937,M&M
8055809,LYPSAGEMS
519169,LYKALABS
727297,LXCHEM
2893057,LUXIND
2672641,LUPIN
3587585,LUMAXTECH
516609,LUMAXIND
4752385,LTTS
4561409,LTM
194228481,LTGILTCASE
4531201,LTGILTBEES
3536897,LTFOODS
194190337,LTFL28-N0
6386689,LTF
2939649,LT
3636225,LRRPL-SM
4316929,LPDC
2714881,LOYALTEX-BE
5441025,LOWVOLIETF
2209793,LOWVOL1
3785217,LOWVOL
5738241,LOVABLE
4302593,LOTUSEYE
194085121,LOTUSDEV
4667393,LORDSCHLO
3439617,LOKESHMACH
824321,LODHA
506625,LMW
2936833,LLOYDS-SM
4432129,LLOYDSME
6606593,LLOYDSENT
4557057,LLOYDSENGG
6239745,LIQUIDSHRI
5044481,LIQUIDSBI
6931201,LIQUIDPLUS
1238529,LIQUIDIETF
493313,LIQUIDETF
5568001,LIQUIDCASE
6122241,LIQUIDBETF
2817537,LIQUIDBEES
5992193,LIQUIDADD
3571201,LIQUID1
4498433,LIQUID
193977601,LIQGRWBEES
416513,LINDEINDIA
2968577,LINCOLN
1779457,LINC
147969,LIKHITHA
5816833,LICNMID100
3898625,LICNFNHGP
2928897,LICNETFSEN
2897665,LICNETFN50
1551873,LICNETFGSC
6563841,LICMFGOLD
2426881,LICI
511233,LICHSGFIN
510465,LIBERTSHOE
2836993,LIBAS
5088257,LGHL
194614529,LGEINDIA
4690177,LGBBROSLTD
2022913,LFIC
3702273,LEXUS-BE
194458881,LENSKART
667137,LEMONTREE
194636801,LEMERITE
1929473,LCCINFOTEC-BE
194268929,LAXMIINDIA
7467777,LAXMIDENTL
1681921,LAXMICOT-BE
4923905,LAURUSLABS
4055041,LATTEYS
1745409,LATENTVIEW
5558529,LASA
3692289,LAOPALA
3398657,LANDMARK
5895681,LANCORHOL-BE
6967809,LAMOSAIC-SM
1640193,LAMBODHARA
2983425,LALPATHLAB
3820545,LAL
6620161,LAKSHYA-SM
1222145,LAKPRE-BZ
1501441,LAGNAM
194802177,KWIL
3550721,KUANTUM
2061825,KTKBANK
194557185,KSR-BE
2831361,KSOLVES
4835585,KSL
2665473,KSHITIJPOL-BE
194670849,KSHINTL
3832833,KSCL
498945,KSB
5932801,KRYSTAL
194158337,KRT-RR
1371905,KRSNAA
6464513,KROSS
6150401,KRONOX
6564609,KRN
194719745,KRMAYURVED-SM
2926593,KRITINUT
2377729,KRITIKA
1642753,KRITI
194736129,KRISHPP-E1
194865153,KRISHNADEF
193736193,KRISHIVAL
4130049,KRISHCA-SM
3288833,KRISHANA
2938881,KRIDHANINF
495873,KREBSBIO
2707713,KRBL
3817473,KPRMILL
2478849,KPITTECH
464385,KPIL
1307649,KPIGREEN
6932225,KPEL
194901761,KOTYARK
1415169,KOTHARIPRO
1176065,KOTHARIPET
2981633,KOTARISUG
492033,KOTAKBANK
2787585,KORE-SM
491265,KOPRAN
4937473,KONTOR-SM
5752833,KONSTELEC-SM
3871745,KOLTEPATIL
4307713,KOKUYOCMLN
770305,KOHINOOR
4801025,KODYTECH-ST
3912449,KNRCON
194796289,KNAGRI
3754753,KMSUGAR
6933505,KMEW
5423617,KLL-SM
4551937,KKVAPOW-SM
7473153,KKJEWELS-SM
3425537,KKCL
7398145,KITEX
3886081,KIRLPNU
4870401,KIRLOSIND
5359617,KIRLOSENG
4756737,KIRLOSBROS
4259585,KIRIINDUS
4896257,KIOCL
4849665,KINGFA
1240833,KIMS
5103873,KILITCH
5406465,KICL
2449921,KHFM-SM
2468097,KHANDSE
1001473,KHAITANLTD
229377,KHAICHEM
108801,KHADIM
3419905,KFINTECH
1064193,KEYFINSERV
475905,KESORAMIND
3358977,KERNEX
7564033,KEN-SM
4789249,KEL-SM
3438081,KELLTONTEC
3407361,KEI
199169,KEEPLEARN
4664321,KECL
3394561,KEC
4291841,KDL-ST
3816449,KDDL
1231105,KCPSUGIND
471297,KCP
2635009,KCK-SM
5420289,KCEIL-SM
194270209,KAYTEX-SM
3095553,KAYNES
2630657,KAYA
3903489,KAVDEFENCE-BE
3874817,KAUSHALYA
6279169,KATARIA-SM
470529,KARURVYSYA
4983041,KARNIKA-SM
6242561,KARMAENG
4856065,KAPSTON-BE
306177,KANSAINER
456193,KANPRPLA
469761,KANORICHEM
2869249,KANDARP-SM
6601217,KANANIIND
3536385,KAMOPAINTS
3444993,KAMDHENU
467457,KAMATHOTEL
756481,KALYANKJIL
3879937,KALYANIFRG
5031169,KALYANI-BE
194190849,KALPATARU
6514177,KALANA-ST
4801281,KALAMANDIR
463617,KAKATCEM
462849,KAJARIACER
462081,KABRAEXTRU
6005505,K2INFRA-SM
461313,JYOTISTRUC
194104577,JYOTIGLOBL-SM
5461505,JYOTICNC
3877377,JYOTHYLAB
5177345,JWL
7670273,JUSTDIAL
5842945,JUNIPER
2800385,JUNIORBEES
931073,JUBLPHARMA
712449,JUBLINGREA
4632577,JUBLFOOD
7575041,JUBLCPL
1865473,JTLIND
828673,JTEKTINDIA
3001089,JSWSTEEL
4869121,JSWINFRA
3041281,JSWHL
4574465,JSWENERGY
194165761,JSWCEMENT
194077441,JSLL
2876417,JSL
5801729,JSFB
3011329,JPPOWER
8065793,JPOLYINVST
4333313,JOCIL
6046977,JNKINDIA
3491073,JMFINANCIL
1819905,JMA
4749569,JLHL
3695361,JKTYRE
3036161,JKPAPER
3453697,JKLAKSHMI
194356481,JKIPL
3908097,JKIL
3397121,JKCEMENT
4750849,JIWANRAM-SM
5041921,JITFINFRA-BE
2661633,JISLJALEQS
6575105,JISLDVREQS
4644609,JIOFIN
5284353,JINDWORLD
3552001,JINDRILL
1723649,JINDALSTEL
774145,JINDALSAW
449537,JINDALPOLY
3006209,JINDALPHOT
3512321,JHS
5902337,JGCHEM
2786561,JFLLIFE-SM
6437633,JEYYAM-SM
4787201,JETKNIT-ST
1846017,JETFREIGHT
2983681,JBMA
441857,JBCHEPHARM
440321,JAYSREETEA
596737,JAYNECOIND
194578689,JAYKAY
194344705,JAYESH-SM
6409473,JAYBEE-SM
437249,JAYBARMARU
1034497,JAYAGROGN
3579393,JASH
194547457,JARO
5319169,JAMNAAUTO
5357825,JALAN-SM
1011201,JAKHARIA-ST
1412097,JAIPURKURT
194366465,JAINREC
194125569,JAINIK-SM
1539073,JAINAM-SM
1316609,JAICORPLTD
2881537,JAIBALAJI
1128961,JAGSNPHARM
3382017,JAGRAN
1442049,J&KBANK
3629569,IZMO-BE
6161153,IXIGO
193956865,IWARE-ST
6199553,IVZINNIFTY
4682753,IVZINGOLD
430337,IVP
1718017,IVC
194314497,IVALUE
6980097,ITTL-ST
5725441,ITIETF
428801,ITI
5026049,ITETF
4940545,ITDC
7488257,ITCHOTELS
424961,ITC
5756929,ITBETA
4885505,ITBEES
5797889,ITALIANE-ST
4404993,ITADD
672513,IT
194983681,ISIFHLSG-SF
194983169,ISIFHLSDG-SF
2814721,ISHAN-SM
7743745,ISHANCH
852225,ISGEC
4730625,ISFT
5016833,IRMENERGY
582401,IRISDOREME
1661185,IRIS
519425,IRFC
5186817,IREDA
3484417,IRCTC
1276417,IRCON
3790337,IRBIT-IV
5329153,IRBINVIT-IV
3920129,IRB
3047169,IPSL-SM
1263105,IPL
6408449,IPHL-SM
418049,IPCALAB
417281,IONEXCHANG
5225729,IOLCP
415745,IOC
2393089,IOB
194595585,INVICTA-SM
6366721,INVENTURE
1435137,INTLCONV
194200321,INTERNET
740353,INTERISE-IV
6376705,INTERARCH
5138177,INTENTECH
1517057,INTELLECT
194022913,INTEGRITY-SM
3515905,INSPIRISYS-BE
4903425,INSPIRE-SM
3752193,INSECTICID
2010113,INOXWIND
5275393,INOXINDIA
3120129,INOXGREEN
194951169,INNOVISION
7105025,INNOVANA
5391873,INNOVACAP
6481921,INNOMET-SM
5829121,INM-SM
408833,INGERRAND
408065,INFY
2745089,INFRAIETF
5138433,INFRABEES
194823681,INFRA
3505409,INFOMEDIA
4246529,INFOLLION-SM
2822913,INFOBEAN
193946113,INFLUX-SM
3849217,INFINIUM-SM
7458561,INDUSTOWER
5897217,INDUSINVIT-IV
1346049,INDUSINDBK
5620993,INDTERRAIN
1246721,INDSWFTLAB
1216257,INDRAMEDCO
3827713,INDOWIND
6528769,INDOUS
6555649,INDOTHAI
3398401,INDOTECH
790529,INDOSTAR
2814209,INDORAMA
7430401,INDOFARM
2989313,INDOCO
2205185,INDOBORAX
2333697,INDOAMIN
1215233,INDNIPPON
194008321,INDIQUBE
5372929,INDIGRID-IV
524289,INDIGOPNTS
2865921,INDIGO
5390849,INDIFRA-SM
5262337,INDIASHLTR
391681,INDIANHUME
1132033,INDIANCARD
3663105,INDIANB
2745857,INDIAMART
389377,INDIAGLYCO
387841,INDIACEM
264969,INDIA VIX
387073,INDHOTEL
6065409,INDGN
4334849,INDBANK
4481793,INCREDIBLE
194841345,INA
6625537,IMPEXFERRO-BZ
3074305,IMPAL
4924161,IMFA
3642369,IMC1-N3
3641345,IMC1-N2
3640065,IMC1-N1
1964033,IMAGICAA
2401537,IL&FSTRANS-BZ
2401281,IL&FSENGG-BZ
7200001,IKS
4306433,IKIO
4998401,IITL
738049,IIFLZC28-NG
1335553,IIFLZC28C-N6
4363009,IIFLZC28B-Y1
3547649,IIFLZC28A-NU
1588993,IIFLZC26-NN
4360705,IIFLZC26B-NY
1962497,IIFLHFZC27-NB
1964545,IIFLHF29-NE
3346433,IIFLCAPS
194847489,IIFL60326-YB
193572353,IIFL21425-NY
193573121,IIFL21425A-Y1
193571841,IIFL210425-NW
194847745,IIFL06326-YC
194847233,IIFL060326-YA
3023105,IIFL
7386625,IHFL261224-N1
7388417,IHF261224-N1
7391745,IHF261224A-N1
3606017,IGPL
2883073,IGL
7264769,IGIL
193997057,IGCL
162305,IGARASHI
111617,IFGLEXPOR
381697,IFCI
380161,IFBIND
379393,IFBAGRO
56321,IEX
6089985,IEML-SM
4808449,IDFNIFTYET
2863105,IDFCFIRSTB
7314945,IDENTICAL-SM
6387201,IDEALTECHO-SM
4387841,IDEAFORGE
3677697,IDEA
377857,IDBI
3717889,ICRA
3068673,ICIL
1364737,ICICM58-Y1
4774913,ICICIPRULI
5573121,ICICIGI
1270529,ICICIBANK
133633,ICICIB22
194664193,ICICIAMC
125185,ICEMAKE
2460161,ICDSLTD-BE
6399745,IBULLSLTD
5465089,IBLFL-SM
6616065,HYUNDAI
3279105,HYBRIDFIN
6581249,HVAX-SM
655873,HUHTAMAKI
5331201,HUDCO
3635969,HUBTOWN
3066625,HTMEDIA
3669505,HSCL
194945537,HSBCGOLD
5403393,HRHNEXT-SM
7648001,HPTL-SM
4781825,HPL
3019777,HPIL
1888257,HPAL
803329,HONDAPOWER
874753,HONAUT
5072129,HONASA
3462657,HOMESFY-SM
526337,HOMEFIRST
4774145,HOLMARC-SM
6099457,HOACFOODS-ST
4680705,HNGSNGBEES
3116289,HNDFDS
4918017,HMVL
5042689,HMT-BZ
4365569,HMAAGRO
370689,HLVLTD
585985,HLEGLAS
2193409,HITECHGEAR-BE
3881217,HITECHCORP
734209,HITECH
4946433,HISARMETAL
3555841,HIRECT
364545,HINDZINC
4066049,HINDWAREAP
356865,HINDUNILVR
359937,HINDPETRO
359169,HINDOILEXP
4592385,HINDCOPPER
1259521,HINDCON
351233,HINDCOMPOS
348929,HINDALCO
348161,HIMATSEIDE
3744513,HILTON
194330369,HILINFRA
2475009,HIKAL
4811265,HIGREEN-SM
3766273,HGS
3479553,HGM
428033,HGINFRA
5619457,HFCL
7594497,HEXT
6914049,HEXATRADEX
1804289,HESTERBIO
345089,HEROMOTOCO
1177089,HERITGFOOD
669185,HERANBA
179457,HEMIPROP
592897,HEIDELBERG
342017,HEG
1900801,HECPROJECT
1612033,HEALTHY
928257,HEALTHIETF
194812417,HEALTHCARE
5783553,HEALTHADD
4916481,HEADSUP
2882561,HDFCVALUE
3643649,HDFCSML250
2784257,HDFCSILVER
2967809,HDFCSENSEX
2881281,HDFCQUAL
3099649,HDFCPVTBAN
5784321,HDFCPSUBK
2967297,HDFCNIFTY
3097857,HDFCNIFIT
5742849,HDFCNIFBAN
2722049,HDFCNIF100
2718465,HDFCNEXT50
2953729,HDFCMOMENT
3644417,HDFCMID150
2956033,HDFCLOWVOL
4679425,HDFCLIQUID
119553,HDFCLIFE
2877697,HDFCGROWTH
5003009,HDFCGOLD
3642881,HDFCBSE500
341249,HDFCBANK
1086465,HDFCAMC
193989633,HDBFS
1850625,HCLTECH
339713,HCL-INSYS
3982081,HCG
352001,HCC
1053697,HBSL
3575297,HBLENGINE
1908993,HAVISHA
2513665,HAVELLS
996353,HATSUN
4647425,HATHWAY
2857473,HARSHA
336129,HARRMALAYA
2295809,HARIOMPIPE
2294785,HARDWYN-BE
5338625,HAPPYFORGE
12289,HAPPSTMNDS
264713,HANGSENG BEES-NAV
5517057,HALEOSLABS
194743041,HALDER
589569,HAL
4296449,GVT&D
194082817,GVPTECHPP-E1
2781441,GVPTECH
2013697,GVPIL-BE
3386625,GVKPIL-BE
194370817,GURUNANAK-SM
1609217,GULPOLY
